representation,ngram_range,n_features,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1
unigrams_only,"(1, 1)",749,0.5094339622641509,0.43788870703764315,0.4690860215053763,0.4332634338138925,0.5333544350750513
bigrams_only,"(2, 2)",526,0.37264150943396224,0.4053357089272318,0.4099462365591398,0.34264430870262785,0.42248718153864306
unigrams_plus_bigrams,"(1, 2)",1275,0.5047169811320755,0.4424242424242424,0.47028076463560337,0.4314465408805031,0.5325382698469207
